C:\Users\ADMIN\Documents\AD_Port,Clean,Clean,2025/11/05 23:21:04,0
C:\Users\ADMIN\Documents\desktop.ini,Clean,Clean,2025/11/05 23:21:06,0
C:\Users\ADMIN\Documents\qwiklabs-gcp-03-c078ee7abc17-473344c9182a.json,Clean,Clean,2025/11/05 23:21:08,0
C:\Users\ADMIN\Documents\qwiklabs-gcp-03-c078ee7abc17-8b963bc96ccc.json,Clean,Clean,2025/11/05 23:21:10,0
C:\Users\ADMIN\Documents\ss1.png,Clean,Clean,2025/11/05 23:21:13,0
C:\Users\ADMIN\Documents\sss.png,Clean,Clean,2025/11/05 23:21:15,0
